TOA5	Esolmet_CR6_IP	CR6	9884	CR6.Std.12.01	CPU:20230123_Esolmet_CR6.CR6	37906	Table2_10min																	
TIMESTAMP	RECORD	BattV_Min	PTemp_C	I_glob_Avg	I_dir_Avg	I_dif_Avg	I_glob_inc_Avg	Indice_UV_Avg	Indice_UV_1	Indice_UV_2	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH	RH_Max	RH_Min	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	Rain_mm_Tot	BP_mbar_Avg
TS	RN	Volts	Deg C	W/m2	W/m2	W/m2	W/m2	W/m2	I-UV	MED/hr	Deg C	Deg C	Deg C	Deg C	%	%	%	meters/second	meters/second	meters/second	meters/second	degrees	mm	mbar
		Min	Smp	Avg	Avg	Avg	Avg	Avg	Smp	Smp	Avg	Max	Min	Std	Smp	Max	Min	Avg	Max	Min	Std	Smp	Tot	Avg
02/03/2023 02:10	958	12.56	22.58	0	0	0	0	0	-0.004	-0.002	-520.2	-518.1	-522.3	1.976	-513	-512.7	-515.1	0	0	0	0	0.116	0	-4.671124
02/03/2023 02:20	959	12.55	22.52	0	0	0	0	0	-0.004	-0.002	-520.4	-518.3	-522.5	1.978	-513.3	-513	-515.4	0	0	0	0	0.116	0	-4.922592
02/03/2023 02:30	960	12.56	22.41	0	0	0	0.21	0	-0.004	-0.002	-520.6	-518.5	-522.7	1.979	-513.6	-513.3	-515.7	0	0	0	0	0.115	0	-4.986441
02/03/2023 02:40	961	12.55	22.31	0	0	5.873	16.01	0	-0.004	-0.002	-520.9	-518.7	-523	1.977	-514.1	-513.6	-516.2	0	0	0	0	0.116	0	-5.281769
02/03/2023 02:50	962	12.55	22.26	0	0	0	0	0	-0.004	-0.002	-521.2	-519.1	-523.3	1.979	-514.5	-514.1	-516.6	0	0	0	0	0.117	0	-5.549347
02/03/2023 03:00	963	12.57	22.23	0	0	0	0	0	-0.004	-0.002	-521.4	-519.3	-523.4	1.982	-514.7	-514.5	-516.8	0	0	0	0	0.117	0	-5.688812
02/03/2023 03:10	964	12.57	22.15	0	0	23.2	30.22	0	-0.004	-0.002	-521.5	-519.5	-523.6	1.982	-514.9	-514.7	-517	0	0	0	0	0.117	0	-5.784247
02/03/2023 03:20	965	12.54	22.09	2.02	0	25.14	35.11	0	-0.004	-0.002	-521.7	-519.6	-523.8	1.984	-515.2	-515	-517.3	0	0	0	0	0.114	0	-5.935953
02/03/2023 03:30	966	12.54	21.96	228.3	181.8	300.8	199.6	0	-0.004	-0.002	-521.9	-519.8	-524	1.982	-515.6	-515.2	-517.6	0	0	0	0	0.116	0	-6.123932
02/03/2023 03:40	967	12.54	21.77	648.2	644.3	660.6	393.2	0	-0.004	-0.002	-522.2	-520.1	-524.4	1.979	-516.2	-515.6	-518.2	0	0	0	0	0.114	0	-6.387228
02/03/2023 03:50	968	12.53	21.6	955	989	922	533.5	0	-0.004	-0.002	-522.7	-520.5	-524.9	1.978	-516.9	-516.2	-519	0	0	0	0	0.114	0	-6.849856
02/03/2023 04:00	969	12.53	21.47	1034	1079	989	569.4	0	-0.004	-0.002	-523.2	-521	-525.3	1.982	-517.6	-517	-519.6	0	0	0	0	0.114	0	-7.273282
02/03/2023 04:10	970	12.53	21.42	916	946	888	515	0	-0.004	-0.002	-523.6	-521.4	-525.7	1.987	-518.1	-517.6	-520.1	0	0	0	0	0.115	0	-7.548511
02/03/2023 04:20	971	12.52	21.34	1053	1100	1006	578.4	0	-0.004	-0.002	-523.8	-521.7	-525.8	1.988	-518.3	-518.1	-520.4	0	0	0	0	0.112	0	-7.753598
02/03/2023 04:30	972	12.52	21.16	1489	1589	1378	779.7	0	-0.003	-0.001	-524	-521.9	-526.2	1.988	-518.8	-518.4	-520.8	0	0	0	0	0.112	0	-7.923303
02/03/2023 04:40	973	12.52	20.96	1783	1921	1628	914	0	-0.003	-0.001	-524.4	-522.2	-526.6	1.985	-519.5	-518.9	-521.5	0	0	0	0	0.113	0	-8.423676
02/03/2023 04:50	974	12.52	20.73	2104	2281	1901	1061	0	-0.003	-0.001	-525	-522.7	-527.2	1.986	-520.3	-519.6	-522.3	0	0	0	0	0.113	0	-8.911331
02/03/2023 05:00	975	12.53	20.55	2303	2504	2071	1152	0	-0.003	-0.001	-525.5	-523.3	-527.7	1.988	-521.2	-520.4	-523.1	0	0	0	0	0.111	0	-9.397715
02/03/2023 05:10	976	12.53	20.43	2339	2542	2103	1170	0	-0.003	-0.001	-526	-523.8	-528.2	1.991	-521.8	-521.2	-523.8	0	0	0	0	0.113	0	-9.756891
02/03/2023 05:20	977	12.51	20.32	2454	2673	2200	1222	0	-0.003	-0.001	-526.4	-524.2	-528.5	1.996	-522.3	-521.9	-524.3	0	0	0	0	0.111	0	-10.01221
02/03/2023 05:30	978	12.52	20.19	2582	2819	2309	1280	0	-0.003	-0.001	-526.7	-524.6	-528.8	1.995	-522.8	-522.4	-524.7	0	0	0	0	0.113	0	-10.2427
02/03/2023 05:40	979	12.51	20.01	2865	3136	2551	1410	0	-0.003	-0.001	-527	-524.8	-529.1	1.996	-523.3	-522.8	-525.2	0	0	0	0	0.111	0	-10.49259
02/03/2023 05:50	980	12.49	19.84	3021	3313	2682	1481	0	-0.003	-0.001	-527.3	-525.2	-529.5	1.997	-523.9	-523.3	-525.8	0	0	0	0	0.111	0	-10.76769
02/03/2023 06:00	981	12.5	19.72	3048	3343	2705	1493	0	-0.003	-0.001	-527.7	-525.6	-529.9	1.999	-524.5	-524	-526.4	0	0	0	0	0.111	0	-11.08535
02/03/2023 06:10	982	12.49	19.61	3113	3414	2762	1525	0	-0.003	-0.001	-528.1	-525.9	-530.2	2.002	-524.9	-524.5	-526.9	0	0	0	0	0.111	0	-11.33818
02/03/2023 06:20	983	12.49	19.49	3250	3567	2879	1588	0	-0.003	-0.001	-528.3	-526.2	-530.5	2.003	-525.3	-525	-527.3	0	0	0	0	0.111	0	-11.55134
02/03/2023 06:30	984	12.48	19.37	3349	3678	2963	1633	0	-0.003	-0.001	-528.6	-526.5	-530.7	2.004	-525.8	NAN	NAN	0	0	0	0	0.111	0	-11.82686
02/03/2023 06:40	985	12.49	19.28	3350	3681	2963	1633	0	-0.003	-0.001	-528.9	-526.7	-531	2.006	-526.2	NAN	NAN	0	0	0	0	0.111	0	-12.00764
02/03/2023 06:50	986	12.49	19.29	3087	3385	2738	1511	0	-0.003	-0.001	-529.1	-527	-531.2	2.008	-526.4	NAN	NAN	0	0	0	0	0.111	0	-12.18383
02/03/2023 07:00	987	12.49	19.34	2920	3196	2597	1436	0	-0.003	-0.001	-529.2	-527.1	-531.2	2.012	-526.4	NAN	NAN	0	0	0	0	0.109	0	-12.26412
02/03/2023 07:10	988	12.49	19.43	2691	2939	2402	1332	0	-0.003	-0.001	-529.1	-527	-531.2	2.017	-526.2	NAN	NAN	0	0	0	0	0.112	0	-12.15054
02/03/2023 07:20	989	12.48	19.53	2463	2684	2206	1225	0	-0.003	-0.001	-528.9	-526.8	-531	2.019	-526	NAN	NAN	0	0	0	0	0.112	0	-12.03554
02/03/2023 07:30	990	12.49	19.67	2197	2385	1981	1105	0	-0.003	-0.001	-528.7	-526.6	-530.9	2.021	-525.6	NAN	NAN	0	0	0	0	0.11	0	-11.83568
02/03/2023 07:40	991	12.48	19.81	1967	2126	1785	999	0	-0.003	-0.001	-528.4	-526.3	-530.6	2.021	-525.1	NAN	NAN	0	0	0	0	0.113	0	-11.64824
02/03/2023 07:50	992	12.48	20.05	1380	1465	1285	729.9	0	-0.004	-0.002	-528.1	-525.9	-530.3	2.024	-524.5	-524.5	-527.1	0	0	0	0	0.112	0	-11.36241
02/03/2023 08:00	993	12.47	20.4	448.2	428.5	482	297.4	0	-0.004	-0.002	-527.6	-525.3	-529.9	2.029	-523.6	-523.6	-526.5	0	0	0	0	0.112	0	-11.03159
02/03/2023 08:10	994	12.48	20.86	0	0	4.693	6.325	0	-0.004	-0.002	-526.9	-524.4	-529.3	2.044	-522.3	-522.3	-525.6	0	0	0	0	0.113	0	-10.40112
02/03/2023 08:20	995	12.47	21.37	0	0	0	0	0	-0.004	-0.002	-525.9	-523.3	-528.4	2.052	-520.5	-520.5	-524.2	0	0	0	0	0.133	0	-9.44187
02/03/2023 08:30	996	12.49	21.97	0	0	0	0	0	-0.004	-0.002	-524.6	-521.9	-527.3	2.071	-518.4	-518.4	-522.5	0	0	0	0	0.115	0	-8.372891
02/03/2023 08:40	997	12.49	22.72	0	0	0	0	0	-0.004	-0.002	-523	-520.1	-525.8	2.098	-515.8	-515.8	-520.4	0	0	0	0	0.129	0	-7.069702
02/03/2023 08:50	998	12.49	23.5	0	0	0	0	0	-0.004	-0.002	-521	-517.9	-524	2.138	-512.5	-512.5	-517.7	0	0	0	0	0.138	0	-5.314423
02/03/2023 09:00	999	12.48	24.27	0	0	0	0	0	-0.004	-0.002	-518.6	-515.4	-521.7	2.163	-508.8	-508.8	-514.4	0	0	0	0	0.136	0	-3.269696
02/03/2023 09:10	1000	12.49	25.02	0	0	0	0	0	-0.004	-0.002	-515.9	-512.7	-519.2	2.18	-504.8	-504.8	-510.8	0	0	0	0	0.141	0	-0.9450623
02/03/2023 09:20	1001	12.48	25.7	0	0	0	0	0	-0.004	-0.002	-513.1	-509.8	-516.4	2.188	-500.8	-500.8	-506.9	0	0	0	0	0.139	0	1.544351
02/03/2023 09:30	1002	12.49	26.3	0	0	0	0	0	-0.004	-0.002	-510.3	-507.1	-513.6	2.17	-496.9	-496.9	-502.9	0	0	0	0	0.144	0	4.119956
02/03/2023 09:40	1003	12.48	26.92	0	0	0	0	0	-0.004	-0.002	-507.6	-504.3	-510.8	2.159	-493.1	-493.1	-499	0	0	0	0	0.146	0	6.564874
02/03/2023 09:50	1004	12.49	27.48	0	0	0	0	0	-0.004	-0.002	-504.8	-501.5	-508.1	2.167	-489.1	-489.1	-495.3	0	0	0	0	0.147	0	9.035284
02/03/2023 10:00	1005	12.49	27.98	0	0	0	0	0	-0.004	-0.002	-502	-498.8	-505.3	2.151	-485.4	-485.4	-491.4	0	0	0	0	0.146	0	11.55533
02/03/2023 10:10	1006	12.49	28.47	0	0	0	0	0	-0.004	-0.002	-499.4	-496.2	-502.6	2.132	-481.8	-481.8	-487.7	0	0	0	0	0.141	0	13.92689
02/03/2023 10:20	1007	12.49	28.87	0	0	0	0	0	-0.004	-0.002	-496.8	-493.7	-499.9	2.113	-478.4	-478.4	-484.1	0	0	0	0	0.151	0	16.17889
02/03/2023 10:30	1008	12.51	29.22	0	0	0	0	0	-0.004	-0.002	-494.5	-491.5	-497.4	2.078	-475.3	-475.3	-480.8	0	0	0	0	0.14	0	18.15498
02/03/2023 10:40	1009	12.51	29.57	0	0	0	0	0	-0.004	-0.002	-492.3	-489.4	-495.2	2.062	-472.5	-472.5	-477.8	0	0	0	0	0.147	0	20.08797
02/03/2023 10:50	1010	12.52	29.9	0	0	0	0	0	-0.004	-0.002	-490.2	-487.3	-493.1	2.055	-469.7	-469.7	-475	0	0	0	0	0.154	0	22.04124
02/03/2023 11:00	1011	12.51	30.22	0	0	0	0	0	-0.004	-0.002	-488.1	-485.2	-491.1	2.057	-466.9	-466.9	-472.2	0	0	0	0	0.146	0	23.85554
02/03/2023 11:10	1012	12.52	30.51	0	0	0	0	0	-0.004	-0.002	-486.1	-483.2	-488.9	2.042	-464.2	-464.2	-469.5	0	0	0	0	0.139	0	25.72567
02/03/2023 11:20	1013	12.53	30.8	0	0	0	0	0	-0.004	-0.002	-484.1	-481.2	-486.9	2.042	-461.6	-461.6	-466.8	0	0	0	0	0.139	0	27.66968
02/03/2023 11:30	1014	12.52	31.07	0	0	0	0	0	-0.004	-0.002	-482.1	-479.2	-484.9	2.039	-459	-459	-464.2	0	0	0	0	0.155	0	29.56171
02/03/2023 11:40	1015	12.52	31.38	0	0	0	0	0	-0.004	-0.002	-480.1	-477.2	-482.9	2.04	-456.3	-456.3	-461.7	0	0	0	0	0.157	0	31.3988
02/03/2023 11:50	1016	12.52	31.74	0	0	0	0	0	-0.004	-0.002	-477.9	-474.9	-480.9	2.073	-453.3	-453.3	-459	0	0	0	0	0.154	0	33.47786
02/03/2023 12:00	1017	12.53	32.14	0	0	0	0	0	-0.004	-0.002	-475.4	-472.1	-478.6	2.124	-449.8	-449.8	-456	0	0	0	0	0.152	0	36.00333
02/03/2023 12:10	1018	12.53	32.51	0	0	0	0	0	-0.004	-0.002	-472.5	-469.2	-475.8	2.143	-446	-446	-452.5	0	0	0	0	0.146	0	38.74987
02/03/2023 12:20	1019	12.53	32.88	0	0	0	0	0	-0.004	-0.002	-469.6	-466.3	-472.9	2.142	-442.2	-442.2	-448.7	0	0	0	0	0.147	0	41.53991
02/03/2023 12:30	1020	12.53	33.19	0	0	0	0	0	-0.004	-0.002	-466.6	-463.3	-469.9	2.146	-438.4	-438.4	-445	0	0	0	0	0.146	0	44.42881
02/03/2023 12:40	1021	12.53	33.5	0	0	0	0	0	-0.004	-0.002	-463.8	-460.7	-466.9	2.096	-435.1	-435.1	-441.3	0	0	0	0	0.151	0	47.02076
02/03/2023 12:50	1022	12.53	33.91	0	0	0	0	0	-0.004	-0.002	-461	-457.6	-464.3	2.157	-431.2	-431.2	-438	0	0	0	0	0.141	0	49.70547
02/03/2023 13:00	1023	12.53	34.34	0	0	0	0	0	-0.004	-0.002	-457.6	-453.9	-461.2	2.248	-426.7	-426.7	-434.1	0	0	0	0	0.142	0	53.22061
02/03/2023 13:10	1024	12.53	34.79	0	0	0	0	0	-0.004	-0.002	-453.6	-449.7	-457.5	2.335	-421.5	-421.5	-429.5	0	0	0	0	0.143	0	57.28702
02/03/2023 13:20	1025	12.52	34.93	0	0	0	0	0	-0.004	-0.002	-449.7	-446.4	-453.2	2.18	-417.4	-417.4	-424.4	0	0	0	0	0.158	0	61.05519
02/03/2023 13:30	1026	12.52	35.01	0	0	0	0	0	-0.004	-0.002	-447.3	-444.7	-450	1.986	-415.2	-415.2	-420.4	0	0	0	0	0.15	0	63.08767
02/03/2023 13:40	1027	12.54	35.17	0	0	0	0	0	-0.004	-0.002	-445.8	-443.2	-448.4	1.973	-413.4	-413.4	-418.4	0	0	0	0	0.154	0	64.49685
02/03/2023 13:50	1028	12.53	35.33	0	0	0	0	0	-0.004	-0.002	-444.2	-441.5	-446.9	1.991	-411.3	-411.3	-416.6	0	0	0	0	0.165	0	66.20326
02/03/2023 14:00	1029	12.52	35.44	0	0	0	0	0	-0.004	-0.002	-442.5	-439.9	-445.2	1.981	-409.4	-409.4	-414.5	0	0	0	0	0.162	0	68.12279
02/03/2023 14:10	1030	12.53	35.74	0	0	0	0	0	-0.004	-0.002	-440.9	-438	-443.6	2.011	-407.1	-407.1	-412.6	0	0	0	0	0.168	0	69.94164
02/03/2023 14:20	1031	12.54	36.2	0	0	0	0	0	-0.004	-0.002	-438.1	-434.4	-441.6	2.23	-402.9	-402.9	-410.3	0	0	0	0	0.167	0	73.02495
02/03/2023 14:30	1032	12.53	36.61	0	0	0	0	0	-0.004	-0.002	-433.9	-429.8	-438	2.412	-397.4	-397.4	-406	0	0	0	0	0.165	0	77.63045
02/03/2023 14:40	1033	12.53	36.94	0	0	0	0	0	-0.004	-0.002	-429.4	-425.5	-433.3	2.34	-392.3	-392.3	-400.5	0	0	0	0	0.142	0	82.16322
02/03/2023 14:50	1034	12.53	37.29	0	0	0	0	0	-0.004	-0.002	-425.2	-421.3	-429	2.32	-387.4	-387.4	-395.5	0	0	0	0	0.149	0	86.2527
02/03/2023 15:00	1035	12.54	37.57	0	0	0	0	0	-0.004	-0.002	-421.2	-417.5	-424.9	2.27	-382.8	-382.8	-390.6	0	0	0	0	0.162	0	90.19202
02/03/2023 15:10	1036	12.53	37.8	0	0	0	0	0	-0.004	-0.002	-417.5	-413.9	-421.1	2.224	-378.7	-378.7	-386.1	0	0	0	0	0.171	0	93.81015
02/03/2023 15:20	1037	12.53	37.95	0	0	0	0	0	-0.004	-0.002	-414.4	-411.3	-417.6	2.09	-375.7	-375.7	-382.1	0	0	0	0	0.168	0	96.59598
02/03/2023 15:30	1038	12.53	38.06	0	0	0	0	0	-0.004	-0.002	-412.1	-409.3	-415	2.032	-373.2	-373.2	-379.1	0	0	0	0	0.161	0	98.80197
02/03/2023 15:40	1039	12.52	38.15	0	0	0	0	0	-0.004	-0.002	-410.3	-407.8	-413	1.976	-371.5	-371.5	-376.7	0	0	0	0	0.167	0	100.2588
02/03/2023 15:50	1040	12.53	38.25	0	0	0	0	0	-0.004	-0.002	-408.9	-406.3	-411.5	1.978	-369.8	-369.8	-375	0	0	0	0	0.17	0	101.5421
02/03/2023 16:00	1041	12.53	38.2	0	0	0	0	0	-0.004	-0.002	-407.8	-405.8	-410.1	1.915	-369.2	-369.2	-373.4	0	0	0	0	0.171	0	102.2683
02/03/2023 16:10	1042	12.53	38.11	0	0	0	0	0	-0.004	-0.002	-407.9	-405.8	-410	1.892	-369.6	-369.2	-373.2	0	0	0	0	0.169	0	101.7897
02/03/2023 16:20	1043	12.53	38.01	0	0	0	0	0	-0.004	-0.002	-408.6	-406.3	-411	1.896	-370.8	-369.7	-374.3	0	0	0	0	0.168	0	100.8098
02/03/2023 16:30	1044	12.53	37.98	0	0	0	0	0	-0.004	-0.002	-409.7	-407.4	-411.9	1.893	-371.8	-370.9	-375.4	0	0	0	0	0.168	0	99.69189
02/03/2023 16:40	1045	12.53	37.82	0	0	0	0	0	-0.004	-0.002	-410.4	-408.2	-412.8	1.893	-372.9	-371.9	-376.4	0	0	0	0	0.162	0	98.92453
02/03/2023 16:50	1046	12.52	37.59	0	0	0	0	0	-0.004	-0.002	-412.1	-409.3	-415	1.952	-375.4	-373.1	-378.9	0	0	0	0	0.169	0	96.98427
02/03/2023 17:00	1047	12.53	37.37	0	0	0	0	0	-0.004	-0.002	-414.6	-411.6	-417.6	1.984	-378.5	-375.7	-381.9	0	0	0	0	0.153	0	94.18497
02/03/2023 17:10	1048	12.52	37.14	0	0	0	0	0	-0.004	-0.002	-417.3	-414.2	-420.3	1.98	-381.6	-378.8	-385	0	0	0	0	0.168	0	91.46387
02/03/2023 17:20	1049	12.51	36.9	0	0	0	0	0	-0.004	-0.002	-420	-416.9	-423	1.983	-384.8	-381.9	-388.1	0	0	0	0	0.166	0	88.85896
02/03/2023 17:30	1050	12.52	36.65	0	0	0	0	0	-0.004	-0.002	-422.8	-419.7	-425.9	2.001	-388.2	-385.1	-391.5	0	0	0	0	0.166	0	86.09361
02/03/2023 17:40	1051	12.5	36.39	0	0	0	0	0	-0.004	-0.002	-425.7	-422.6	-428.8	2.001	-391.6	-388.5	-394.9	0	0	0	0	0.165	0	83.1084
02/03/2023 17:50	1052	12.5	36.11	0	0	0	0	0	-0.004	-0.002	-428.7	-425.5	-431.9	2.012	-395.3	-392	-398.5	0	0	0	0	0.156	0	80.22379
02/03/2023 18:00	1053	12.49	35.8	0	0	0	0	0	-0.004	-0.002	-431.8	-428.6	-435.1	2.031	-399.1	-395.6	-402.3	0	0	0	0	0.14	0	77.17048
02/03/2023 18:10	1054	12.49	35.43	0	0	0	0	0	-0.004	-0.002	-435.2	-431.8	-438.6	2.069	-403.4	-399.5	-406.5	0	0	0	0	0.145	0	73.73714
02/03/2023 18:20	1055	12.5	34.97	0	0	0	0	0	-0.004	-0.002	-439.1	-435.5	-442.8	2.141	-408.4	-403.8	-411.4	0	0	0	0	0.159	0	69.82597
02/03/2023 18:30	1056	12.48	34.43	0	0	0	0	0	-0.004	-0.002	-443.6	-439.7	-447.6	2.254	-414.2	-408.9	-417.2	0	0	0	0	0.163	0	65.10171
02/03/2023 18:40	1057	12.49	33.8	0	0	0	0	0	-0.004	-0.002	-448.8	-444.6	-453.1	2.347	-420.9	-414.9	-423.7	0	0	0	0	0.151	0	59.81691
02/03/2023 18:50	1058	12.47	33.16	0	0	0	0	0	-0.004	-0.002	-454.5	-450.2	-458.9	2.411	-428	-421.6	-430.8	0	0	0	0	0.157	0	54.24166
02/03/2023 19:00	1059	12.49	32.57	0	0	0	0	0	-0.004	-0.002	-460.2	-456	-464.4	2.353	-434.9	-428.7	-437.7	0	0	0	0	0.161	0	48.71625
02/03/2023 19:10	1060	12.48	32.03	0	0	0	0	0	-0.004	-0.002	-465.4	-461.4	-469.3	2.254	-441.2	-435.6	-443.9	0	0	0	0	0.154	0	44.0339
02/03/2023 19:20	1061	12.49	31.55	0	0	0	0	0	-0.004	-0.002	-470	-466.2	-473.6	2.161	-446.7	-441.8	-449.4	0	0	0	0	0.144	0	39.96132
02/03/2023 19:30	1062	12.48	31.11	0	0	0	0	0	-0.004	-0.002	-473.9	-470.4	-477.3	2.085	-451.5	-447.2	-454.1	0	0	0	0	0.138	0	36.39761
02/03/2023 19:40	1063	12.48	30.73	0	0	0	0	0	-0.004	-0.002	-477.3	-474	-480.5	2.029	-455.6	-451.9	-458.2	0	0	0	0	0.134	0	33.48692
02/03/2023 19:50	1064	12.48	30.37	0	0	0	0	0	-0.004	-0.002	-480.2	-477.1	-483.2	1.993	-459.2	-456	-461.8	0	0	0	0	0.15	0	30.93919
02/03/2023 20:00	1065	12.48	30.03	0	0	0	0	0	-0.004	-0.002	-482.7	-479.8	-485.7	1.97	-462.4	-459.5	-465	0	0	0	0	0.15	0	28.71999
02/03/2023 20:10	1066	12.49	29.71	0	0	0	0	0	-0.004	-0.002	-485.1	-482.2	-487.9	1.96	-465.4	-462.7	-467.9	0	0	0	0	0.135	0	26.57245
02/03/2023 20:20	1067	12.47	29.44	0	0	0	0	0	-0.004	-0.002	-487.2	-484.4	-489.9	1.947	-468	-465.6	-470.6	0	0	0	0	0.133	0	24.68615
02/03/2023 20:30	1068	12.49	29.19	0	0	0	0	0	-0.004	-0.002	-489	-486.4	-491.6	1.934	-470.3	-468.3	-472.9	0	0	0	0	0.15	0	23.09023
02/03/2023 20:40	1069	12.47	28.93	0	0	0	0	0	-0.004	-0.002	-490.6	-488	-493.2	1.931	-472.4	-470.5	-475	0	0	0	0	0.152	0	21.64791
02/03/2023 20:50	1070	12.46	28.65	0	0	0	0	0	-0.004	-0.002	-492.2	-489.6	-494.8	1.932	-474.6	-472.6	-477.1	0	0	0	0	0.145	0	20.26355
02/03/2023 21:00	1071	12.46	28.38	0	0	0	0	0	-0.004	-0.002	-493.8	-491.2	-496.3	1.934	-476.7	-474.8	-479.2	0	0	0	0	0.13	0	18.84945
02/03/2023 21:10	1072	12.46	28.12	0	0	0	0	0	-0.004	-0.002	-495.3	-492.7	-497.9	1.934	-478.7	-476.9	-481.2	0	0	0	0	0.147	0	17.42245
02/03/2023 21:20	1073	12.45	27.93	0	0	0	0	0	-0.004	-0.002	-496.7	-494.2	-499.2	1.931	-480.5	-478.9	-483	0	0	0	0	0.145	0	16.18078
02/03/2023 21:30	1074	12.45	27.76	0	0	0	0	0	-0.004	-0.002	-497.9	-495.5	-500.3	1.927	-482	-480.7	-484.4	0	0	0	0	0.146	0	15.13725
02/03/2023 21:40	1075	12.44	27.59	0	0	0	0	0	-0.004	-0.002	-498.9	-496.5	-501.2	1.925	-483.2	-482.1	-485.7	0	0	0	0	0.146	0	14.27276
02/03/2023 21:50	1076	12.45	27.32	0	0	0	0	0	-0.004	-0.002	-499.8	-497.4	-502.2	1.93	-484.6	-483.3	-487.1	0	0	0	0	0.146	0	13.48303
02/03/2023 22:00	1077	12.44	26.97	0	0	0	0	0	-0.004	-0.002	-501	-498.5	-503.6	1.943	-486.6	-484.8	-489	0	0	0	0	0.146	0	12.27631
02/03/2023 22:10	1078	12.44	26.6	0	0	0	0	0	-0.004	-0.002	-502.6	-500	-505.3	1.954	-488.9	-486.8	-491.2	0	0	0	0	0.143	0	10.74557
02/03/2023 22:20	1079	12.44	26.18	0	0	0	0	0	-0.004	-0.002	-504.4	-501.7	-507.1	1.96	-491.3	-489.1	-493.6	0	0	0	0	0.138	0	9.185651
02/03/2023 22:30	1080	12.42	25.73	0	0	0	0	0	-0.004	-0.002	-506.2	-503.5	-508.9	1.967	-493.9	-491.6	-496.2	0	0	0	0	0.132	0	7.516669
02/03/2023 22:40	1081	12.4	25.24	0	0	0	0	0	-0.004	-0.002	-508.1	-505.3	-511	1.982	-496.8	-494.2	-499	0	0	0	0	0.121	0	5.718576
02/03/2023 22:50	1082	12.39	24.88	0	0	0	0	0	-0.004	-0.002	-510.1	-507.4	-512.8	1.973	-499.4	-497.1	-501.6	0	0	0	0	0.12	0	3.915997
02/03/2023 23:00	1083	12.41	24.53	0	0	0	0	0	-0.004	-0.002	-511.7	-509.2	-514.3	1.963	-501.5	-499.6	-503.7	0	0	0	0	0.135	0	2.531998
02/03/2023 23:10	1084	12.41	24.16	0	0	0	0	0	-0.004	-0.002	-513.2	-510.6	-515.7	1.964	-503.6	-501.7	-505.7	0	0	0	0	0.119	0	1.286948
02/03/2023 23:20	1085	12.4	23.82	0	0	0	0	0	-0.004	-0.002	-514.6	-512	-517.1	1.965	-505.5	-503.8	-507.7	0	0	0	0	0.119	0	0.04254761
02/03/2023 23:30	1086	12.4	23.58	0	0	0	0	0	-0.004	-0.002	-515.8	-513.4	-518.3	1.963	-507.2	-505.7	-509.3	0	0	0	0	0.119	0	-1.023984
02/03/2023 23:40	1087	12.41	23.41	0	0	0	0	0	-0.004	-0.002	-516.8	-514.5	-519.1	1.963	-508.4	-507.3	-510.5	0	0	0	0	0.117	0	-1.854172
02/03/2023 23:50	1088	12.41	23.23	8.44	0	47.62	53.07	0	-0.004	-0.002	-517.5	-515.3	-519.8	1.961	-509.3	-508.5	-511.5	0	0	0	0	0.118	0	-2.47442
03/03/2023 00:00	1089	12.4	23.1	31.85	5.83	96	88.6	0	-0.004	-0.002	-518.2	-515.9	-520.4	1.965	-510.2	-509.4	-512.4	0	0	0	0	0.119	0	-3.008197
03/03/2023 00:10	1090	12.4	23.02	4.909	0	58	63.47	0	-0.004	-0.002	-518.6	-516.5	-520.8	1.968	-510.8	-510.3	-513	0	0	0	0	0.116	0	-3.414133
03/03/2023 00:20	1091	12.4	22.93	72.75	33.92	157.6	123.2	0	-0.004	-0.002	-519	-516.9	-521.1	1.972	-511.3	-510.9	-513.4	0	0	0	0	0.118	0	-3.676987
03/03/2023 00:30	1092	12.4	22.83	220.1	161.9	296.6	197.5	0	-0.004	-0.002	-519.3	-517.2	-521.4	1.973	-511.7	-511.3	-513.9	0	0	0	0	0.118	0	-3.953101
03/03/2023 00:40	1093	12.38	22.76	203.8	146.1	281.5	188.8	0	-0.004	-0.002	-519.6	-517.5	-521.7	1.973	-512.1	-511.8	-514.3	0	0	0	0	0.119	0	-4.178946
03/03/2023 00:50	1094	12.38	22.65	438	408.3	481.1	296.2	0	-0.004	-0.002	-519.8	-517.7	-521.9	1.974	-512.5	-512.2	-514.7	0	0	0	0	0.131	0	-4.427118
03/03/2023 01:00	1095	12.38	22.55	577.4	564.2	600.4	360.9	0	-0.004	-0.002	-520.1	-518	-522.3	1.974	-513	-512.6	-515.1	0	0	0	0	0.117	0	-4.615088
03/03/2023 01:10	1096	12.36	22.48	489.1	465.8	524.7	319.6	0	-0.004	-0.002	-520.5	-518.4	-522.6	1.976	-513.4	-513.1	-515.6	0	0	0	0	0.117	0	-4.980319
03/03/2023 01:20	1097	12.37	22.45	428.6	396.5	474.3	293.3	0	-0.004	-0.002	-520.7	-518.6	-522.8	1.981	-513.7	-513.5	-515.9	0	0	0	0	0.117	0	-5.166183
03/03/2023 01:30	1098	12.37	22.41	424.1	391.6	469.8	290.8	0	-0.004	-0.002	-520.9	-518.8	-522.9	1.981	-513.9	-513.7	-516.1	0	0	0	0	0.118	0	-5.300189
