TOA5	Esolmet_CR6_IP	CR6	9884	CR6.Std.12.01	CPU:20230123_Esolmet_CR6.CR6	37906	Table2_10min																	
TIMESTAMP	RECORD	BattV_Min	PTemp_C	I_glob_Avg	I_dir_Avg	I_dif_Avg	I_glob_inc_Avg	Indice_UV_Avg	Indice_UV_1	Indice_UV_2	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH	RH_Max	RH_Min	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	Rain_mm_Tot	BP_mbar_Avg
TS	RN	Volts	Deg C	W/m2	W/m2	W/m2	W/m2	W/m2	I-UV	MED/hr	Deg C	Deg C	Deg C	Deg C	%	%	%	meters/second	meters/second	meters/second	meters/second	degrees	mm	mbar
		Min	Smp	Avg	Avg	Avg	Avg	Avg	Smp	Smp	Avg	Max	Min	Std	Smp	Max	Min	Avg	Max	Min	Std	Smp	Tot	Avg
01/03/2023 02:10	814	12.75	21.77	2490	2715	2230	1238	0	-0.003	-0.001	-522.6	-520.5	-524.7	1.981	-516.5	-516.2	-518.6	0	0	0	0	0.117	0	-6.771994
01/03/2023 02:20	815	12.76	21.74	2376	2588	2134	1185	0	-0.003	-0.001	-522.8	-520.7	-524.9	1.985	-516.9	-516.6	-519	0	0	0	0	0.117	0	-6.958508
01/03/2023 02:30	816	12.76	21.79	2134	2313	1928	1076	0	-0.003	-0.001	-522.9	-520.9	-525	1.989	-516.9	-516.9	-519	0	0	0	0	0.116	0	-7.070273
01/03/2023 02:40	817	12.74	21.85	1896	2046	1724	967	0	-0.003	-0.001	-522.9	-520.8	-525	1.998	-516.7	-516.7	-519	0	0	0	0	0.115	0	-6.907639
01/03/2023 02:50	818	12.73	21.79	2150	2331	1941	1083	0	-0.003	-0.001	-522.7	-520.7	-524.8	1.994	-516.6	-516.6	-518.8	0	0	0	0	0.116	0	-6.781482
01/03/2023 03:00	819	12.73	21.61	2557	2790	2287	1269	0	-0.003	-0.001	-522.8	-520.7	-524.9	1.986	-517	-516.7	-519	0	0	0	0	0.117	0	-6.836899
01/03/2023 03:10	820	12.72	21.45	2781	3043	2478	1371	0	-0.003	-0.001	-523.2	-521	-525.4	1.984	-517.6	-517	-519.7	0	0	0	0	0.117	0	-7.171103
01/03/2023 03:20	821	12.72	21.34	2769	3029	2467	1365	0	-0.003	-0.001	-523.6	-521.5	-525.8	1.984	-518.2	-517.7	-520.3	0	0	0	0	0.116	0	-7.650467
01/03/2023 03:30	822	12.73	21.29	2642	2888	2360	1307	0	-0.003	-0.001	-524	-521.9	-526.1	1.989	-518.7	-518.3	-520.7	0	0	0	0	0.118	0	-7.90954
01/03/2023 03:40	823	12.71	21.24	2646	2891	2363	1309	0	-0.003	-0.001	-524.2	-522.1	-526.3	1.988	-518.9	-518.7	-521	0	0	0	0	0.116	0	-8.054294
01/03/2023 03:50	824	12.71	21.15	2707	2959	2416	1337	0	-0.003	-0.001	-524.4	-522.3	-526.4	1.991	-519.2	-519	-521.2	0	0	0	0	0.116	0	-8.274411
01/03/2023 04:00	825	12.72	21	2985	3270	2653	1465	0	-0.003	-0.001	-524.6	-522.5	-526.7	1.988	-519.6	-519.2	-521.6	0	0	0	0	0.114	0	-8.424036
01/03/2023 04:10	826	12.72	20.88	3047	3339	2708	1496	0	-0.003	-0.001	-524.9	-522.8	-527	1.99	-520.1	-519.7	-522.1	0	0	0	0	0.113	0	-8.732172
01/03/2023 04:20	827	12.72	20.72	3297	3621	2920	1609	0	-0.003	-0.001	-525.2	-523.1	-527.4	1.991	-520.6	-520.1	-522.6	0	0	0	0	0.114	0	-9.011053
01/03/2023 04:30	828	12.72	20.64	3227	3542	2859	1576	0	-0.003	-0.001	-525.6	-523.4	-527.7	1.991	-521.2	-520.7	-523.2	0	0	0	0	0.114	0	-9.3211
01/03/2023 04:40	829	12.72	20.55	3270	3592	2895	1596	0	-0.003	-0.001	-525.9	-523.8	-528	1.994	-521.5	-521.2	-523.5	0	0	0	0	0.115	0	-9.482483
01/03/2023 04:50	830	12.7	20.44	3396	3733	3004	1655	0	-0.003	-0.001	-526.1	-524	-528.2	1.995	-521.9	-521.6	-523.9	0	0	0	0	0.113	0	-9.660733
01/03/2023 05:00	831	12.71	20.29	3573	3932	3155	1736	0	-0.003	-0.001	-526.4	-524.2	-528.5	1.995	-522.4	-521.9	-524.3	0	0	0	0	0.111	0	-9.910074
01/03/2023 05:10	832	12.7	20.21	3538	3892	3124	1719	0	-0.003	-0.001	-526.7	-524.6	-528.8	1.995	-522.9	-522.4	-524.8	0	0	0	0	0.112	0	-10.21468
01/03/2023 05:20	833	12.67	20.14	3593	3951	3173	1746	0	-0.003	-0.001	-526.9	-524.9	-529	1.999	-523.1	-522.9	-525.1	0	0	0	0	0.112	0	-10.45751
01/03/2023 05:30	834	12.67	20.01	3759	4139	3313	1822	0	-0.003	-0.001	-527.1	-525	-529.2	2	-523.5	-523.2	-525.4	0	0	0	0	0.11	0	-10.54724
01/03/2023 05:40	835	12.68	19.88	3911	4310	3443	1892	0	-0.003	-0.001	-527.4	-525.3	-529.5	1.997	-523.9	-523.5	-525.9	0	0	0	0	0.111	0	-10.7475
01/03/2023 05:50	836	12.68	19.75	3961	4366	3487	1915	0	-0.003	-0.001	-527.7	-525.6	-529.8	2	-524.4	-524	-526.3	0	0	0	0	0.112	0	-10.9636
01/03/2023 06:00	837	12.67	19.65	4032	4445	3547	1948	0	-0.003	-0.001	-528	-525.9	-530.1	2.004	-524.8	-524.4	-526.7	0	0	0	0	0.109	0	-11.2681
01/03/2023 06:10	838	12.68	19.61	3913	4312	3445	1893	0	-0.003	-0.001	-528.2	-526.1	-530.3	2.003	-525.1	-524.8	-527.1	0	0	0	0	0.112	0	-11.42062
01/03/2023 06:20	839	12.68	19.57	3855	4247	3394	1865	0	-0.003	-0.001	-528.4	-526.3	-530.4	2.008	-525.3	-525.2	-527.3	0	0	0	0	0.112	0	-11.56724
01/03/2023 06:30	840	12.67	19.48	3960	4364	3484	1914	0	-0.003	-0.001	-528.5	-526.4	-530.6	2.006	-525.5	NAN	NAN	0	0	0	0	0.112	0	-11.56952
01/03/2023 06:40	841	12.66	19.37	4046	4462	3557	1953	0	-0.003	-0.001	-528.7	-526.6	-530.8	2.005	-525.8	NAN	NAN	0	0	0	0	0.112	0	-11.82266
01/03/2023 06:50	842	12.68	19.32	3988	4396	3509	1927	0	-0.003	-0.001	-528.9	-526.8	-531	2.006	-526.2	NAN	NAN	0	0	0	0	0.11	0	-12.01751
01/03/2023 07:00	843	12.66	19.33	3820	4207	3365	1850	0	-0.003	-0.001	-529.1	-527	-531.1	2.01	-526.3	NAN	NAN	0	0	0	0	0.11	0	-12.13235
01/03/2023 07:10	844	12.66	19.41	3572	3928	3154	1736	0	-0.003	-0.001	-529.1	-527	-531.1	2.016	-526.3	NAN	NAN	0	0	0	0	0.111	0	-12.10702
01/03/2023 07:20	845	12.67	19.52	3345	3672	2961	1633	0	-0.003	-0.001	-529	-526.8	-531.1	2.02	-526	NAN	NAN	0	0	0	0	0.111	0	-12.09287
01/03/2023 07:30	846	12.69	19.64	3106	3404	2757	1523	0	-0.003	-0.001	-528.7	-526.6	-530.9	2.021	-525.6	NAN	NAN	0	0	0	0	0.11	0	-11.7763
01/03/2023 07:40	847	12.73	19.77	2861	3128	2549	1411	0	-0.003	-0.001	-528.5	-526.3	-530.6	2.021	-525.2	NAN	NAN	0	0	0	0	0.112	0	-11.57586
01/03/2023 07:50	848	12.72	19.89	2668	2910	2384	1322	0	-0.003	-0.001	-528.2	-526.1	-530.3	2.02	-524.8	-524.8	-527.1	0	0	0	0	0.111	0	-11.33636
01/03/2023 08:00	849	12.81	20.1	1985	2141	1803	1010	0	-0.004	-0.002	-527.9	-525.7	-530.1	2.022	-524.2	-524.2	-526.7	0	0	0	0	0.112	0	-11.1156
01/03/2023 08:10	850	13.17	20.45	719.4	725.2	723.4	429	0	-0.004	-0.002	-527.5	-525.2	-529.7	2.027	-523.4	-523.4	-526.2	0	0	0	0	0.114	0	-10.72559
01/03/2023 08:20	851	13.31	21.16	4.821	1.024	14.45	14.65	0	-0.004	-0.002	-526.7	-524.2	-529.2	2.045	-522	-522	-525.3	0	0	0	0	0.111	0	-10.14183
01/03/2023 08:30	852	13.07	22.76	0	0	0	0	0	-0.004	-0.002	-525.1	-521.6	-528.2	2.197	-518	-518	-523.9	0	0	0	0	0.115	0	-8.846411
01/03/2023 08:40	853	12.94	23.78	0	0	0	0	0	-0.004	-0.002	-521.6	-517.8	-525.4	2.354	-512.4	-512.4	-519.8	0	0	0	0	0.119	0	-5.776959
01/03/2023 08:50	854	12.84	24.83	0	0	0	0	0	-0.004	-0.002	-517.8	-514	-521.6	2.345	-506.9	-506.9	-514.3	0	0	0	0	0.12	0	-2.406671
01/03/2023 09:00	855	12.81	25.69	0	0	0	0	0	-0.004	-0.002	-514	-510.4	-517.7	2.306	-501.6	-501.6	-508.8	0	0	0	0	0.124	0	0.8597137
01/03/2023 09:10	856	12.76	26.24	0	0	0	0	0	-0.004	-0.002	-510.6	-507.2	-514.1	2.227	-497	-497	-503.6	0	0	0	0	0.124	0	3.880463
01/03/2023 09:20	857	12.71	26.72	0	0	0	0	0	-0.004	-0.002	-507.8	-504.8	-510.9	2.11	-493.6	-493.6	-499.2	0	0	0	0	0.125	0	6.213656
01/03/2023 09:30	858	12.71	27.36	0	0	0	0	0	-0.004	-0.002	-505.4	-502	-508.6	2.178	-489.7	-489.7	-495.9	0	0	0	0	0.126	0	8.169299
01/03/2023 09:40	859	12.72	28.2	0	0	0	0	0	-0.004	-0.002	-502.5	-499	-505.8	2.192	-485.5	-485.5	-492	0	0	0	0	0.127	0	10.81694
01/03/2023 09:50	860	12.69	29.36	0	0	0	0	0	-0.004	-0.002	-498.3	-493.8	-502.6	2.553	-478.6	-478.6	-487.7	0	0	0	0	0.131	0	14.75683
01/03/2023 10:00	861	12.71	29.92	0	0	0	0	0	-0.004	-0.002	-492.8	-488.7	-497.4	2.542	-471.5	-471.5	-480.8	0	0	0	0	0.132	0	19.83982
01/03/2023 10:10	862	12.71	30.58	0	0	0	0	0	-0.004	-0.002	-488.5	-484.7	-492.3	2.314	-466.2	-466.2	-473.9	0	0	0	0	0.133	0	23.50864
01/03/2023 10:20	863	12.72	30.69	0	0	0	0	0	-0.004	-0.002	-484.6	-481.4	-488.3	2.204	-461.9	-461.9	-468.6	0	0	0	0	0.155	0	27.05193
01/03/2023 10:30	864	12.72	30.88	0	0	0	0	0	-0.004	-0.002	-482.7	-480.1	-485.2	1.978	-460	-460	-464.5	0	0	0	0	0.156	0	28.1922
01/03/2023 10:40	865	12.72	31.19	0	0	0	0	0	-0.004	-0.002	-481	-478.2	-483.9	2.039	-457.5	-457.5	-462.7	0	0	0	0	0.134	0	30.10506
01/03/2023 10:50	866	12.7	31.42	0	0	0	0	0	-0.004	-0.002	-479.1	-476.4	-481.9	2.021	-455.1	-455.1	-460.2	0	0	0	0	0.136	0	31.7219
01/03/2023 11:00	867	12.72	31.81	0	0	0	0	0	-0.004	-0.002	-477.2	-474.2	-480.2	2.063	-452.3	-452.3	-457.9	0	0	0	0	0.137	0	33.35064
01/03/2023 11:10	868	12.73	32.09	0	0	0	0	0	-0.004	-0.002	-475.1	-472.2	-477.9	2.033	-449.6	-449.6	-455	0	0	0	0	0.138	0	35.35776
01/03/2023 11:20	869	12.72	32.28	0	0	0	0	0	-0.004	-0.002	-472.8	-470	-475.9	2.047	-446.8	-446.8	-452.4	0	0	0	0	0.138	0	37.32264
01/03/2023 11:30	870	12.72	32.46	0	0	0	0	0	-0.004	-0.002	-471	-468.2	-473.8	2.013	-444.5	-444.5	-449.7	0	0	0	0	0.137	0	38.80373
01/03/2023 11:40	871	12.72	32.77	0	0	0	0	0	-0.004	-0.002	-469.6	-467	-472	1.95	-442.9	-442.9	-447.4	0	0	0	0	0.137	0	40.13468
01/03/2023 11:50	872	12.72	33.17	0	0	0	0	0	-0.004	-0.002	-467.2	-463.8	-470.7	2.186	-439	-439	-445.7	0	0	0	0	0.138	0	42.77309
01/03/2023 12:00	873	12.72	33.73	0	0	0	0	0	-0.004	-0.002	-463.7	-459.9	-467.5	2.293	-434.1	-434.1	-441.8	0	0	0	0	0.137	0	46.79269
01/03/2023 12:10	874	12.72	34.33	0	0	0	0	0	-0.004	-0.002	-459.4	-455.3	-463.4	2.402	-428.2	-428.2	-436.9	0	0	0	0	0.142	0	50.81253
01/03/2023 12:20	875	12.72	34.61	0	0	0	0	0	-0.004	-0.002	-455	-451.4	-458.8	2.249	-423.2	-423.2	-431	0	0	0	0	0.141	0	54.13868
01/03/2023 12:30	876	12.72	34.91	0	0	0	0	0	-0.004	-0.002	-451.8	-448.6	-455	2.102	-419.7	-419.7	-426.1	0	0	0	0	0.142	0	56.64858
01/03/2023 12:40	877	12.72	35.76	0	0	0	0	0	-0.004	-0.002	-447.9	-443.2	-452.1	2.556	-413.2	-413.2	-422.6	0	0	0	0	0.142	0	60.98947
01/03/2023 12:50	878	12.73	36.55	0	0	0	0	0	-0.004	-0.002	-440.6	-434.6	-446.6	3.283	-402.9	-402.9	-416	0	0	0	0	0.141	0	68.76738
01/03/2023 13:00	879	12.72	37.04	0	0	0	0	0	-0.004	-0.002	-432.3	-427	-437.9	3.019	-393.6	-393.6	-405.7	0	0	0	0	0.144	0	77.20022
01/03/2023 13:10	880	12.73	36.41	0	0	0	0	0	-0.004	-0.002	-427.3	-424.9	-430.4	1.974	-391.9	-391.2	-396.7	0	0	0	0	0.145	0	81.4174
01/03/2023 13:20	881	12.72	35.93	0	0	0	0	0	-0.004	-0.002	-429.3	-425.8	-433	2.117	-396.4	-392.3	-399.6	0	0	0	0	0.139	0	78.61955
01/03/2023 13:30	882	12.73	35.64	0	0	0	0	0	-0.004	-0.002	-433.5	-429.8	-437	2.113	-401.2	-396.9	-404.3	0	0	0	0	0.141	0	74.63177
01/03/2023 13:40	883	12.73	35.49	0	0	0	0	0	-0.004	-0.002	-436.8	-433.7	-439.8	1.984	-404.6	-401.6	-407.8	0	0	0	0	0.142	0	71.76704
01/03/2023 13:50	884	12.73	35.64	0	0	0	0	0	-0.004	-0.002	-438.7	-436.4	-440.8	1.881	-405.7	-404.8	-409.1	0	0	0	0	0.141	0	70.52282
01/03/2023 14:00	885	12.73	35.85	0	0	0	0	0	-0.004	-0.002	-438.3	-435.7	-440.7	1.961	-404.2	-404.2	-409	0	0	0	0	0.141	0	71.72531
01/03/2023 14:10	886	12.73	35.97	0	0	0	0	0	-0.004	-0.002	-436.6	-434	-439.3	1.991	-402.2	-402.2	-407.5	0	0	0	0	0.141	0	73.756
01/03/2023 14:20	887	12.72	36.11	0	0	0	0	0	-0.004	-0.002	-435.1	-432.5	-437.7	1.97	-400.5	-400.5	-405.5	0	0	0	0	0.142	0	75.43913
01/03/2023 14:30	888	12.72	36.3	0	0	0	0	0	-0.004	-0.002	-433.5	-430.8	-436.2	1.991	-398.4	-398.4	-403.8	0	0	0	0	0.141	0	77.0669
01/03/2023 14:40	889	12.73	36.54	0	0	0	0	0	-0.004	-0.002	-431.5	-428.5	-434.5	2.057	-395.7	-395.7	-401.7	0	0	0	0	0.141	0	79.19808
01/03/2023 14:50	890	12.73	36.84	0	0	0	0	0	-0.004	-0.002	-429	-425.7	-432.2	2.113	-392.5	-392.5	-399	0	0	0	0	0.145	0	81.89794
01/03/2023 15:00	891	12.73	37.17	0	0	0	0	0	-0.004	-0.002	-425.7	-422.1	-429.3	2.243	-388.2	-388.2	-395.7	0	0	0	0	0.144	0	85.42619
01/03/2023 15:10	892	12.73	37.48	0	0	0	0	0	-0.004	-0.002	-422	-418.2	-425.7	2.276	-383.7	-383.7	-391.5	0	0	0	0	0.167	0	89.5579
01/03/2023 15:20	893	12.72	37.64	0	0	0	0	0	-0.004	-0.002	-418.4	-415.1	-421.8	2.149	-380	-380	-387	0	0	0	0	0.167	0	93.01179
01/03/2023 15:30	894	12.72	37.76	0	0	0	0	0	-0.004	-0.002	-415.7	-412.8	-418.8	2.06	-377.3	-377.3	-383.4	0	0	0	0	0.168	0	95.32069
01/03/2023 15:40	895	12.72	37.83	0	0	0	0	0	-0.004	-0.002	-414.1	-411.8	-416.5	1.939	-376	-376	-380.8	0	0	0	0	0.172	0	96.41161
01/03/2023 15:50	896	12.72	38.12	0	0	0	0	0	-0.004	-0.002	-412.6	-409.5	-415.5	2.061	-373.4	-373.4	-379.5	0	0	0	0	0.171	0	97.89857
01/03/2023 16:00	897	12.73	38.32	0	0	0	0	0	-0.004	-0.002	-409.8	-406.6	-413.2	2.147	-370	-370	-376.9	0	0	0	0	0.17	0	100.9987
01/03/2023 16:10	898	12.73	38.31	0	0	0	0	0	-0.004	-0.002	-407.4	-404.9	-410.2	1.993	-368.1	-368.1	-373.5	0	0	0	0	0.167	0	103.2669
01/03/2023 16:20	899	12.73	38.31	0	0	0	0	0	-0.004	-0.002	-406.5	-404.4	-408.6	1.911	-367.5	-367.5	-371.7	0	0	0	0	0.169	0	103.5927
01/03/2023 16:30	900	12.72	38.42	0	0	0	0	0	-0.004	-0.002	-406	-403.7	-408.2	1.927	-366.7	-366.7	-371.2	0	0	0	0	0.169	0	104.0005
01/03/2023 16:40	901	12.72	38.5	0	0	0	0	0	-0.004	-0.002	-405	-402.6	-407.5	1.958	-365.4	-365.4	-370.3	0	0	0	0	0.169	0	105.1622
01/03/2023 16:50	902	12.73	38.43	0	0	0	0	0	-0.004	-0.002	-404.1	-402.1	-406.3	1.913	-364.9	-364.9	-369	0	0	0	0	0.168	0	105.9764
01/03/2023 17:00	903	12.72	38.24	0	0	0	0	0	-0.004	-0.002	-404.5	-402.2	-407	1.904	-366.2	-364.9	-369.7	0	0	0	0	0.171	0	105.0289
01/03/2023 17:10	904	12.73	37.98	0	0	0	0	0	-0.004	-0.002	-406.4	-403.5	-409.4	1.971	-368.9	-366.4	-372.4	0	0	0	0	0.168	0	102.5868
01/03/2023 17:20	905	12.73	37.76	0	0	0	0	0	-0.004	-0.002	-409.2	-406	-412.3	2.006	-372.3	-369.3	-375.7	0	0	0	0	0.168	0	99.45473
01/03/2023 17:30	906	12.72	37.5	0	0	0	0	0	-0.004	-0.002	-412.1	-408.9	-415.2	2.008	-375.7	-372.6	-379.1	0	0	0	0	0.167	0	96.63789
01/03/2023 17:40	907	12.73	37.25	0	0	0	0	0	-0.004	-0.002	-415.1	-411.9	-418.4	2.023	-379.3	-376.1	-382.7	0	0	0	0	0.166	0	93.50802
01/03/2023 17:50	908	12.72	37.06	0	0	0	0	0	-0.004	-0.002	-418.1	-415	-421.1	1.985	-382.5	-379.6	-385.9	0	0	0	0	0.167	0	90.64188
01/03/2023 18:00	909	12.72	36.73	0	0	0	0	0	-0.004	-0.002	-420.8	-417.7	-424	2.002	-386	-382.8	-389.3	0	0	0	0	0.166	0	88.11868
01/03/2023 18:10	910	12.72	36.29	0	0	0	0	0	-0.004	-0.002	-424.4	-420.8	-428.1	2.148	-390.8	-386.4	-394	0	0	0	0	0.164	0	84.23901
01/03/2023 18:20	911	12.71	35.77	0	0	0	0	0	-0.004	-0.002	-429.1	-425	-433.2	2.292	-396.8	-391.4	-399.9	0	0	0	0	0.162	0	79.32076
01/03/2023 18:30	912	12.7	35.19	0	0	0	0	0	-0.004	-0.002	-434.5	-430.2	-438.9	2.399	-403.6	-397.4	-406.6	0	0	0	0	0.161	0	73.65121
01/03/2023 18:40	913	12.68	34.48	0	0	0	0	0	-0.004	-0.002	-440.6	-436	-445.3	2.543	-411.4	-404.3	-414.3	0	0	0	0	0.159	0	67.4045
01/03/2023 18:50	914	12.69	33.74	0	0	0	0	0	-0.004	-0.002	-447.5	-442.6	-452.4	2.646	-420	-412.3	-422.8	0	0	0	0	0.161	0	60.56327
01/03/2023 19:00	915	12.69	33.08	0	0	0	0	0	-0.004	-0.002	-454.4	-449.7	-459	2.552	-428.2	-420.6	-430.9	0	0	0	0	0.16	0	53.92054
01/03/2023 19:10	916	12.69	32.53	0	0	0	0	0	-0.004	-0.002	-460.6	-456.2	-464.8	2.378	-435.4	-429	-438.1	0	0	0	0	0.157	0	48.31537
01/03/2023 19:20	917	12.68	32.06	0	0	0	0	0	-0.004	-0.002	-465.7	-461.8	-469.5	2.208	-441.3	-436	-444.1	0	0	0	0	0.144	0	43.83474
01/03/2023 19:30	918	12.68	31.67	0	0	0	0	0	-0.004	-0.002	-469.8	-466.3	-473.2	2.092	-446.2	-441.9	-448.9	0	0	0	0	0.153	0	40.20785
01/03/2023 19:40	919	12.68	31.33	0	0	0	0	0	-0.004	-0.002	-473.2	-470	-476.3	2.014	-450.1	-446.6	-452.9	0	0	0	0	0.152	0	37.38352
01/03/2023 19:50	920	12.67	31	0	0	0	0	0	-0.004	-0.002	-475.9	-472.9	-478.9	1.976	-453.5	-450.5	-456.2	0	0	0	0	0.153	0	34.9198
01/03/2023 20:00	921	12.65	30.65	0	0	0	0	0	-0.004	-0.002	-478.4	-475.5	-481.4	1.967	-456.7	-453.8	-459.4	0	0	0	0	0.138	0	32.67212
01/03/2023 20:10	922	12.65	30.3	0	0	0	0	0	-0.004	-0.002	-480.9	-477.9	-483.8	1.97	-459.9	-457.1	-462.6	0	0	0	0	0.137	0	30.41252
01/03/2023 20:20	923	12.65	29.98	0	0	0	0	0	-0.004	-0.002	-483.3	-480.4	-486.1	1.96	-463	-460.3	-465.6	0	0	0	0	0.143	0	28.23267
01/03/2023 20:30	924	12.65	29.64	0	0	0	0	0	-0.004	-0.002	-485.5	-482.6	-488.3	1.954	-465.8	-463.3	-468.4	0	0	0	0	0.136	0	26.25592
01/03/2023 20:40	925	12.65	29.27	0	0	0	0	0	-0.004	-0.002	-487.6	-484.8	-490.4	1.957	-468.7	-466.1	-471.3	0	0	0	0	0.139	0	24.32359
01/03/2023 20:50	926	12.64	28.84	0	0	0	0	0	-0.004	-0.002	-489.9	-487	-492.8	1.973	-471.9	-469	-474.4	0	0	0	0	0.133	0	22.20408
01/03/2023 21:00	927	12.65	28.34	0	0	0	0	0	-0.004	-0.002	-492.3	-489.3	-495.3	1.992	-475.3	-472.2	-477.8	0	0	0	0	0.14	0	19.92949
01/03/2023 21:10	928	12.65	27.77	0	0	0	0	0	-0.004	-0.002	-495.1	-491.9	-498.3	2.028	-479.2	-475.7	-481.6	0	0	0	0	0.131	0	17.42263
01/03/2023 21:20	929	12.64	27.28	0	0	0	0	0	-0.004	-0.002	-498	-494.9	-501.1	2.023	-483.1	-479.6	-485.4	0	0	0	0	0.147	0	14.78269
01/03/2023 21:30	930	12.65	26.88	0	0	0	0	0	-0.004	-0.002	-500.6	-497.6	-503.5	1.993	-486.4	-483.5	-488.8	0	0	0	0	0.147	0	12.4175
01/03/2023 21:40	931	12.64	26.57	0	0	0	0	0	-0.004	-0.002	-502.8	-500	-505.5	1.963	-489.1	-486.7	-491.5	0	0	0	0	0.144	0	10.592
01/03/2023 21:50	932	12.64	26.43	0	0	0	0	0	-0.004	-0.002	-504.4	-501.9	-506.8	1.943	-491	-489.3	-493.3	0	0	0	0	0.146	0	9.20328
01/03/2023 22:00	933	12.63	26.27	0	0	0	0	0	-0.004	-0.002	-505.4	-503.1	-507.6	1.935	-492.1	-491.1	-494.5	0	0	0	0	0.144	0	8.458463
01/03/2023 22:10	934	12.6	26.01	0	0	0	0	0	-0.004	-0.002	-506.2	-503.9	-508.5	1.939	-493.4	-492.2	-495.7	0	0	0	0	0.122	0	7.692194
01/03/2023 22:20	935	12.61	25.78	0	0	0	0	0	-0.004	-0.002	-507.2	-504.8	-509.5	1.942	-494.8	-493.5	-497.1	0	0	0	0	0.122	0	6.857605
01/03/2023 22:30	936	12.62	25.51	0	0	0	0	0	-0.004	-0.002	-508.2	-505.8	-510.6	1.945	-496.3	-494.9	-498.6	0	0	0	0	0.122	0	5.844125
01/03/2023 22:40	937	12.6	25.28	0	0	0	0	0	-0.004	-0.002	-509.3	-506.9	-511.7	1.949	-497.9	-496.5	-500.1	0	0	0	0	0.123	0	4.774542
01/03/2023 22:50	938	12.61	25.19	0	0	0	0	0	-0.004	-0.002	-510.3	-508	-512.5	1.947	-499	-498	-501.3	0	0	0	0	0.121	0	4.0263
01/03/2023 23:00	939	12.6	25.07	0	0	0	0	0	-0.004	-0.002	-510.9	-508.7	-513.1	1.947	-499.7	-499.1	-502	0	0	0	0	0.122	0	3.47171
01/03/2023 23:10	940	12.6	24.93	0	0	0	0	0	-0.004	-0.002	-511.4	-509.2	-513.6	1.949	-500.5	-499.8	-502.7	0	0	0	0	0.123	0	3.013049
01/03/2023 23:20	941	12.59	24.77	0	0	0	0	0	-0.004	-0.002	-511.9	-509.8	-514.1	1.949	-501.2	-500.6	-503.5	0	0	0	0	0.121	0	2.555634
01/03/2023 23:30	942	12.6	24.55	0	0	0	0	0	-0.004	-0.002	-512.5	-510.3	-514.8	1.95	-502.2	-501.3	-504.4	0	0	0	0	0.12	0	1.990851
01/03/2023 23:40	943	12.59	24.33	0	0	0	0	0	-0.004	-0.002	-513.3	-511	-515.7	1.952	-503.4	-502.3	-505.6	0	0	0	0	0.118	0	1.311444
01/03/2023 23:50	944	12.59	24.21	0	0	0	0	0	-0.004	-0.002	-514.1	-511.9	-516.4	1.955	-504.5	-503.5	-506.7	0	0	0	0	0.121	0	0.5855652
02/03/2023 00:00	945	12.6	24.1	0	0	0	0	0	-0.004	-0.002	-514.7	-512.5	-516.9	1.957	-505.2	-504.5	-507.4	0	0	0	0	0.12	0	0.07131348
02/03/2023 00:10	946	12.57	23.98	0	0	0	0	0	-0.004	-0.002	-515.1	-513	-517.3	1.958	-505.8	-505.2	-508	0	0	0	0	0.12	0	-0.2407898
02/03/2023 00:20	947	12.58	23.85	0	0	0	0	0	-0.004	-0.002	-515.6	-513.4	-517.7	1.96	-506.4	-505.8	-508.6	0	0	0	0	0.121	0	-0.6574188
02/03/2023 00:30	948	12.56	23.68	0	0	0	0	0	-0.004	-0.002	-516.1	-513.9	-518.2	1.961	-507.2	-506.5	-509.3	0	0	0	0	0.119	0	-1.05058
02/03/2023 00:40	949	12.58	23.5	0	0	0	0	0	-0.004	-0.002	-516.6	-514.4	-518.8	1.96	-508	-507.2	-510.2	0	0	0	0	0.119	0	-1.529703
02/03/2023 00:50	950	12.57	23.35	0	0	0	0	0	-0.004	-0.002	-517.2	-515	-519.4	1.962	-508.8	-508.1	-511	0	0	0	0	0.12	0	-2.101773
02/03/2023 01:00	951	12.57	23.21	0	0	0	0	0	-0.004	-0.002	-517.7	-515.5	-519.9	1.965	-509.6	-508.9	-511.7	0	0	0	0	0.118	0	-2.613147
02/03/2023 01:10	952	12.56	23.09	0	0	0	0	0	-0.004	-0.002	-518.2	-516.1	-520.4	1.966	-510.3	-509.7	-512.4	0	0	0	0	0.118	0	-2.975583
02/03/2023 01:20	953	12.56	23	0	0	0	0	0	-0.004	-0.002	-518.6	-516.5	-520.8	1.97	-510.8	-510.3	-513	0	0	0	0	0.117	0	-3.359692
02/03/2023 01:30	954	12.57	22.95	0	0	0	0	0	-0.004	-0.002	-519	-516.9	-521.1	1.971	-511.2	-510.9	-513.4	0	0	0	0	0.117	0	-3.600989
02/03/2023 01:40	955	12.56	22.85	0	0	0	0	0	-0.004	-0.002	-519.2	-517.1	-521.2	1.974	-511.5	-511.3	-513.7	0	0	0	0	0.114	0	-3.771182
02/03/2023 01:50	956	12.56	22.72	0	0	0	0	0	-0.004	-0.002	-519.5	-517.3	-521.6	1.971	-512.1	-511.6	-514.2	0	0	0	0	0.116	0	-4.015012
02/03/2023 02:00	957	12.56	22.61	0	0	0	0	0	-0.004	-0.002	-519.9	-517.7	-522	1.972	-512.6	-512.1	-514.7	0	0	0	0	0.115	0	-4.362124
