"TOA5","Esolmet_CR6_IP","CR6","9884","CR6.Std.12.01","CPU:20230123_Esolmet_CR6.CR6","37906","Table1_60min"
"TIMESTAMP","RECORD","BattV","PTemp_C","I_glob_Avg","I_dir_Avg","I_dif_Avg","I_glob_inc_Avg","Indice_UV_Avg","Indice_UV_1","Indice_UV_2","AirTC_Avg","AirTC_Max","AirTC_Min","AirTC_Std","RH","RH_Max","RH_Min","WS_ms_Avg","WS_ms_Max","WS_ms_Min","WS_ms_Std","WindDir","BP_mbar_Avg","Rain_mm_Tot"
"2023-03-06 06:00:00",260,11.59,20.47,3518,3868,3102,1710,0,-0.003,-0.001,-525.5,-522.6,-528.2,2.042,-521.9,-519.4,-523.9,0,0,0,0,0.128,-9.164979,0
"2023-03-06 07:00:00",261,11.57,19.61,4097,4518,3595,1975,0,-0.003,-0.001,-527.2,-524.2,-530.2,2.092,-524.9,-521.9,-526.9,0,0,0,0,0.126,-10.5699,0
"2023-03-06 08:00:00",262,11.54,20.37,3584,3935,3162,1745,0,-0.003,-0.001,-528.3,-525.4,-530.6,2.037,-523.8,"NAN","NAN",0,0,0,0,0.128,-11.56483,0
"2023-03-06 09:00:00",263,11.55,24.31,208.8,213.9,202.8,119.2,0,-0.004,-0.002,-523.1,-515.1,-529.4,3.704,-508.4,-508.4,-525.8,0,0,0,0,0.135,-7.188697,0
"2023-03-06 10:00:00",264,11.56,27.65,0,0,0,0,0,-0.004,-0.002,-509.5,-500.5,-518.9,4.647,-487.8,-487.8,-510.5,0,0,0,0,0.144,4.836245,0
"2023-03-06 11:00:00",265,11.55,29.99,0,0,0,0,0,-0.004,-0.002,-494.7,-486.3,-504.3,4.649,-468.4,-468.4,-490.1,0,0,0,0,0.144,18.04332,0
"2023-03-06 12:00:00",266,11.55,31.74,0,0,0,0,0,-0.004,-0.002,-482.5,-474.6,-490.1,3.927,-453,-453,-471,0,0,0,0,0.152,29.18843,0
"2023-03-06 13:00:00",267,11.51,33.18,0,0,0,0,0,-0.004,-0.002,-470.4,-462.9,-478.3,3.798,-438.1,-438.1,-455.7,0,0,0,0,0.135,40.72117,0
"2023-03-06 14:00:00",268,11.52,35.01,0,0,0,0,0,-0.004,-0.002,-457.9,-447.8,-466.6,4.416,-419.4,-419.4,-440.9,0,0,0,0,0.141,53.16553,0
"2023-03-06 15:00:00",269,11.48,37.04,0,0,0,0,0,-0.004,-0.002,-435.2,-423,-451.4,7.546,-389.4,-389.4,-422.3,0,0,0,0,0.141,76.19774,0
"2023-03-06 16:00:00",270,11.48,37.87,0,0,0,0,0,-0.004,-0.002,-417.8,-410.6,-426.6,4.161,-374.9,-374.9,-392.7,0,0,0,0,0.145,92.84013,0
"2023-03-06 17:00:00",271,11.44,37.34,0,0,0,0,0,-0.004,-0.002,-414.4,-410.6,-419.1,2.311,-380.3,-374.8,-383.8,0,0,0,0,0.143,95.1331,0
"2023-03-06 18:00:00",272,11.43,35.62,0,0,0,0,0,-0.004,-0.002,-423.7,-415.6,-436.1,5.294,-400.4,-380.5,-403.5,0,0,0,0,0.138,85.23396,0
"2023-03-06 19:00:00",273,11.4,32.4,0,0,0,0,0,-0.004,-0.002,-449.3,-433,-466.3,9.11,-437.4,-400.9,-440.2,0,0,0,0,0.15,59.33818,0
"2023-03-06 20:00:00",274,11.37,30.59,0,0,0,0,0,-0.004,-0.002,-475.1,-463.3,-483.1,5.164,-459,-438,-461.7,0,0,0,0,0.148,35.44368,0
"2023-03-06 21:00:00",275,11.31,28.53,0,0,0,0,0,-0.004,-0.002,-486.7,-479.4,-494.8,4.005,-474.6,-459.2,-477.1,0,0,0,0,0.145,25.1045,0
"2023-03-06 22:00:00",276,11.31,27.07,0,0,0,0,0,-0.004,-0.002,-498.5,-491.3,-504.1,3.277,-487.2,-474.9,-489.6,0,0,0,0,0.141,14.48684,0
"2023-03-06 23:00:00",277,11.28,26.42,0,0,0,0,0,-0.004,-0.002,-503.6,-500.3,-507.3,2.173,-491.7,-487.3,-494.1,0,0,0,0,0.141,9.971529,0
"2023-03-07 00:00:00",278,11.24,25.7,0,0,0,0,0,-0.004,-0.002,-506.9,-503.5,-510.4,2.124,-496,-491.8,-498.3,0,0,0,0,0.139,7.080575,0
"2023-03-07 01:00:00",279,11.19,24.58,0,0,0,0,0,-0.004,-0.002,-510.2,-506.5,-514.4,2.261,-501.8,-496,-504,0,0,0,0,0.136,4.09569,0
"2023-03-07 02:00:00",280,11.13,23.08,0,0,0,0,0,-0.004,-0.002,-515.3,-510.7,-520,2.54,-509.7,-501.9,-511.9,0,0,0,0,0.132,-0.4366704,0
"2023-03-07 03:00:00",281,11.08,22.09,208.1,183.2,254.9,172.9,0,-0.004,-0.002,-519.9,-516.2,-523.3,2.175,-514.6,-509.8,-516.7,0,0,0,0,0.131,-4.345267,0
"2023-03-07 04:00:00",282,11.04,21.82,455.2,429.1,487.9,303.4,0,-0.004,-0.002,-522,-519.4,-524.3,1.998,-516.1,-514.7,-518.2,0,0,0,0,0.133,-6.178679,0
"2023-03-07 05:00:00",283,10.96,21.08,1572,1680,1442,817,0,-0.003,-0.001,-523.5,-520.4,-526.5,2.077,-519.3,-516.2,-521.3,0,0,0,0,0.13,-7.492745,0
"2023-03-07 06:00:00",284,10.89,20.95,2008,2171,1779,1020,0,-0.003,-0.001,-524.9,-522.5,-527.1,2,-520.2,-519.3,-522.2,0,0,0,0,0.129,-8.656218,0
"2023-03-07 07:00:00",285,10.78,20.44,2645,2891,2315,1313,0,-0.003,-0.001,-525.5,-523.1,-528.2,2.02,-521.8,-520.2,-523.8,0,0,0,0,0.127,-9.187722,0
"2023-03-07 08:00:00",286,10.54,20.62,3011,3294,2627,1482,0,-0.003,-0.001,-526.8,-524.2,-529,2.018,-522.4,-521.9,-525.1,0,0,0,0,0.129,-10.27251,0
"2023-03-07 09:00:00",287,10.03,23.72,553.6,582.7,496.5,299.1,0,-0.004,-0.002,-523.8,-517.2,-528.5,2.942,-511.4,-511.4,-524.4,0,0,0,0,0.136,-7.768525,0
"2023-03-07 10:00:00",288,9.44,27.6,0,0,0,0,0,-0.004,-0.002,-510.9,-500.7,-521,5.322,-487.9,-487.9,-513.4,0,0,0,0,0.135,3.422336,0
"2023-03-07 11:00:00",289,8.93,29.51,0,0,0,0,0,-0.004,-0.002,-496.2,-489,-504.4,4.038,-471.9,-471.9,-490.2,0,0,0,0,0.148,16.41091,0
"2023-03-07 12:00:00",290,8.66,31.4,0,0,0,0,0,-0.004,-0.002,-485.3,-477.2,-492.8,4.126,-456.3,-456.3,-474.5,0,0,0,0,0.147,26.40997,0
"2023-03-07 13:00:00",291,8.35,33.6,0,0,0,0,0,-0.004,-0.002,-467.4,-417.9,-480.9,13.87,-394.3,-394.3,-459,0,0,0,0,0.139,47.56659,0
"2023-03-13 13:00:00",292,11.62,32.44,0,0,0,0,0,-0.004,-0.002,28.42,28.98,27.67,0.496,26.6,29,26.6,0,0,0,0,0.161,1006.944,0
"2023-03-13 14:00:00",293,11.6,34.8,0,0,0,0,0,-0.004,-0.002,29.75,30.96,28.95,0.52,24.73,26.91,23.35,0,0,0,0,0.169,1015.777,0
"2023-03-13 15:00:00",294,11.58,36.19,0,0,0,0,0,-0.004,-0.002,30.74,31.9,29.79,0.441,20.14,24.64,20.14,0,0,0,0,0.146,1014.668,0
"2023-03-13 16:00:00",295,11.52,37.45,0,0,0,0,0,-0.004,-0.002,31.95,32.92,30.7,0.578,18.81,20.22,17.27,0,0,0,0,0.149,1013.532,0
"2023-03-13 17:00:00",296,11.32,36.71,0,0,0,0,0,-0.004,-0.002,32.39,34.15,30.86,0.9,18.38,18.98,16.96,0,0,0,0,0.17,1012.79,0
"2023-03-13 18:00:00",297,11.21,30.88,0,0,0,0,0,-0.004,-0.002,29.07,30.86,26.53,1.4,27.44,27.57,18.47,0,0,0,0,0.161,1013.521,0
"2023-03-13 19:00:00",298,11.11,27.76,1596,1863,919,"NAN",0,0.006,0.003,26.15,26.46,25.93,0.115,27.28,28.23,27.24,0,0,0,0,0.153,1014.551,0
"2023-03-13 20:00:00",299,12.15,26.91,0,0,0,0,0,-0.004,-0.002,25.63,26.03,25.35,0.224,27.7,29.58,27.45,0,0,0,0,0.154,1011.384,0
"2023-03-13 21:00:00",300,12.14,27.59,0,0,0,0,0,-0.004,-0.002,26.45,27.42,25.82,0.502,22.45,27.63,21.86,0,0,0,0,0.139,1015.61,0
"2023-03-13 22:00:00",301,12.14,26.26,0,0,0,0,0,-0.004,-0.002,25.36,27.36,23.65,1.434,33.81,33.81,22.34,0,0,0,0,0.15,1016.165,0
"2023-03-13 23:00:00",302,12.13,24.09,0.085,0,0,0,0,-0.004,-0.002,23.12,23.62,22.89,0.16,36.87,37.28,33.93,0,0,0,0,0.148,1017.001,0
"2023-03-14 00:00:00",303,12.15,23.1,33.5,0,0,0,0,-0.004,-0.002,22.65,22.99,22.3,0.167,37.11,39.22,35.7,0,0,0,0,0.128,1017.588,0
"2023-03-14 01:00:00",304,12.13,22.15,149.9,25.03,0,0,0,-0.004,-0.002,22.04,22.76,21.41,0.337,38.63,41.66,37.56,0,0,0,0,0.126,1017.818,0
"2023-03-14 02:00:00",305,12.14,21.29,397.9,259.8,0,0,0,-0.004,-0.002,20.75,21.77,20.14,0.468,42.93,44.01,38.59,0,0,0,0,0.124,1017.881,0
"2023-03-14 03:00:00",306,12.13,20.71,605.5,425.6,0,0,0,-0.004,-0.002,19.94,21.07,19.15,0.533,45.55,46.6,41.37,0,0,0,0,0.122,1017.598,0
"2023-03-14 04:00:00",307,12.14,20,834,616.6,0,0,0,-0.004,-0.002,19.2,19.77,18.64,0.317,49.46,50.67,45.45,0,0,0,0,0.128,1017.632,0
"2023-03-14 05:00:00",308,12.14,19.46,979,822,0,0,0,-0.004,-0.002,18.7,19,18.41,0.138,47.48,51.37,46.52,0,0,0,0,0.142,1017.714,0
"2023-03-14 06:00:00",309,12.11,18.87,1187,1049,0,0,0,-0.004,-0.002,18.31,18.79,17.94,0.234,48.27,48.56,45.2,0,0,0,0,0.122,1018.002,0
"2023-03-14 07:00:00",310,12.12,18.61,1295,1045,1.604,1.558,0,-0.004,-0.002,17.82,18.15,17.56,0.148,50.78,51.86,48.36,0,0,0,0,0.119,1018.726,0
"2023-03-14 08:00:00",311,12.1,19.12,1019,1127,68.8,77.11,0,-0.004,-0.002,18.53,20,17.67,0.552,46.82,53.36,46.82,0,0,0,0,0.122,1019.359,0
"2023-03-14 09:00:00",312,13.68,23.75,74.98,677.4,96.6,500.9,0,-0.004,-0.002,24.76,24.83,24.68,0.071,40.72,41.57,40.72,0,0,0,0,0.126,834.8508,0
"2023-03-14 10:00:00",313,13.56,27.25,340.4,1016,333.3,735.3,0,-0.004,-0.002,24.85,26.1,23.89,0.565,44.21,45.16,34.44,0,0,0,0,0.147,1020.217,0
"2023-03-14 12:00:00",314,13.43,32.07,980,881,128.7,1022,0,0.008,0.003,27.5,27.76,27.32,0.16,35.07,35.49,34.75,1.875,3,0,0.869,0,972.1323,0
"2023-03-14 13:00:00",315,13.35,34.03,994,884,127.9,1033,0,0.008,0.003,28.66,29.43,27.89,0.341,33.1,34.91,31.83,2.17,5.625,0,1.128,0,1018.154,0
"2023-03-14 14:00:00",316,13.28,35.19,982,886,130.6,1020,0,0.008,0.003,30.19,31.15,28.53,0.636,28.49,33.75,26.74,2.269,5.975,0,1.3,0,1016.847,0
"2023-03-14 15:00:00",317,13.3,34.85,819,697.2,178.4,842,0,0.003,0.001,30.34,31.51,28.48,0.779,24.76,29.96,21.86,3.637,9.83,0,2.262,0.001,1015.793,0
"2023-03-14 16:00:00",318,13.36,27.2,196.9,0.274,168.4,181.1,0,0.001,0.001,25.94,28.47,24.71,1.187,32.49,35.09,24.68,9.7,15.38,4.875,2.14,0,1015.682,0
"2023-03-14 17:00:00",319,13.05,27.82,156.6,0.287,135.1,153.2,0,0.001,0,26.24,27.43,25.22,0.553,25.4,32.56,25.16,3.934,10.18,0.5,1.986,0,1015.424,0
