"TIMESTAMP","RECORD","Batt_Volt_Min","I_glo_Avg","I_dir_Avg","I_dif_Avg","I_glo_inc_Avg","Indice_UV_Avg","AirTC_Avg","AirTC_Max","AirTC_Min","AirTC_Std","RH_Avg","RH_Max","RH_Min","RH_Std","WS_ms_Avg","WS_ms_Max","WS_ms_Min","WS_ms_Std","WindDir","CS106_PB_Avg","Rain_mm_Tot"
"2023-01-23 12:50:00",409,13,803,832,117.9,948,9.53,26.58,27.08,25.95,0.313,41.38,43.13,39.93,1.003,0.494,1.7,0,0.553,2.975,876.2527,0
"2023-01-23 13:00:00",410,13,814,830,125.2,958,9.57,25.88,26.67,25.44,0.287,42.67,44.69,40.5,0.875,1.975,3.95,0,0.674,2.902,876.0536,0
"2023-01-23 13:10:00",411,12.99,852,865,132.8,1004,9.94,26.01,26.77,25.2,0.489,41.99,43.47,40.37,0.912,2.153,4.7,0,1.025,2.854,875.9058,0
"2023-01-23 13:20:00",412,13,840,838,146.3,990,9.58,27.22,27.62,26.63,0.264,39.44,40.91,38.46,0.504,1.257,3.95,0,0.903,2.927,875.7562,0
"2023-01-23 13:30:00",413,13,864,861,160.1,1013,9.74,27.76,28.2,27.28,0.231,37.7,39.07,36.42,0.607,0.816,3.2,0,0.893,2.781,875.6149,0
"2023-01-23 13:40:00",414,13,787.7,740.7,174,919,9.28,28.22,28.71,27.72,0.207,36.2,37.1,35.09,0.487,1.414,3.95,0,0.783,2.999,875.5889,0
"2023-01-23 13:50:00",415,12.99,584.9,424.8,197.2,665.1,8.58,26.53,27.76,25.78,0.507,39.69,41.42,36.76,1.051,2.665,5.45,0,0.983,2.902,875.5379,0
"2023-01-23 14:00:00",416,12.98,365.3,186.8,174.3,413.6,7.697,26.02,26.7,25.44,0.314,40.17,41.22,38.32,0.641,2.161,4.7,0,1.14,3.023,875.2459,0
"2023-01-23 14:10:00",417,12.99,254.5,38.33,178.7,285.1,7.339,25.88,26.05,25.65,0.072,40.41,40.81,39.96,0.195,1.171,3.2,0,0.875,2.902,874.9416,0
"2023-01-23 14:20:00",418,12.99,297.6,125.5,159.5,338.5,7.272,26.3,26.5,25.92,0.111,38.66,40.2,36.52,1.07,1.449,3.95,0,0.963,2.902,874.652,0
"2023-01-23 14:30:00",419,12.97,284.8,115.4,163.9,323.1,7.157,26.34,26.67,25.85,0.193,38.09,39.11,37.2,0.475,2.199,4.7,0,1.088,2.806,874.4568,0
"2023-01-23 14:40:00",420,12.97,177.8,0.471,152.8,194,6.584,26.19,26.47,25.89,0.16,37.08,39.18,36.35,0.499,1.374,4.7,0,1.163,2.758,874.3199,0
"2023-01-23 14:50:00",421,12.95,160.3,0.175,137.3,178.5,6.384,25.97,26.4,25.72,0.149,37.36,38.29,36.18,0.509,1.549,3.95,0,0.749,2.709,874.2216,0
"2023-01-23 15:00:00",422,12.96,168.7,24.99,115.5,196,6.414,25.97,26.27,25.75,0.123,39.12,39.9,36.08,0.73,1.238,4.7,0,1.016,2.733,874.0295,0
"2023-01-23 15:10:00",423,13.04,590.5,694.5,127.8,718.3,7.385,27.34,28.55,26.06,0.762,33.99,37.34,32.57,1.083,1.033,3.95,0,1.048,2.685,873.8809,0
"2023-01-23 15:20:00",424,13.05,666.9,866,121.8,815,7.438,28.35,28.65,28.04,0.124,33.07,34.17,32.4,0.333,3.356,6.2,0,0.988,2.709,873.8496,0
"2023-01-23 15:30:00",425,13.04,628.9,864,109.9,772.8,7.115,29.17,29.74,28.21,0.421,31.95,33.42,30.7,0.617,1.866,5.45,0,1.044,2.733,873.8713,0
"2023-01-23 15:40:00",426,13.02,588.9,857,98.9,729,6.781,29.56,29.94,29.19,0.182,30.72,31.62,29.09,0.634,1.794,3.95,0,0.963,2.806,873.9222,0
"2023-01-23 15:50:00",427,13.02,539.9,831,85,677.1,6.404,29.35,30.21,28.41,0.543,29.81,31.07,28.45,0.776,2.462,4.7,0,0.977,2.878,873.9508,0
"2023-01-23 16:00:00",428,13,455,708,81.3,571.7,6.014,27.93,28.51,27.42,0.261,31.2,31.96,30.39,0.319,2.381,5.45,0,1.156,2.927,873.9145,0
"2023-01-23 16:10:00",429,13,454.2,766.6,76.83,579.9,5.785,28.51,29.02,27.96,0.316,31.47,32.91,30.15,0.749,3.049,6.2,0,1.491,2.83,873.9102,0
"2023-01-23 16:20:00",430,13.01,388.1,675.4,73.75,498.6,5.488,28.29,28.71,27.79,0.223,32.48,33.59,31.68,0.47,2.588,6.2,0,1.386,2.854,873.9634,0
"2023-01-23 16:30:00",431,13.01,359.4,665.6,71.32,468.8,5.246,29.05,29.43,28.64,0.166,31.3,31.82,30.8,0.277,0.953,3.2,0,0.693,2.757,873.9618,0
"2023-01-23 16:40:00",432,13.01,367.1,733.9,79.5,481.8,5.072,29.23,29.8,28.51,0.348,31.24,32.33,30.25,0.498,2.603,6.2,0,1.723,2.854,873.9642,0
"2023-01-23 16:50:00",433,13.01,318.5,704.6,68.24,426.3,4.867,28.67,29.09,28.37,0.175,31.82,32.47,31.17,0.309,1.666,4.7,0,1.21,2.854,873.9714,0
"2023-01-23 17:00:00",434,13,273.2,665.8,62.03,373.5,4.677,29.66,29.97,28.99,0.243,30.48,31.44,29.91,0.345,0.469,2.45,0,0.638,2.806,873.9658,0
"2023-01-23 17:10:00",435,12.9,234.7,630.7,54.71,327.2,4.527,28.87,29.53,27.96,0.312,31.34,32.26,30.73,0.243,1.753,3.95,0,1.035,2.951,873.9698,0
"2023-01-23 17:20:00",436,12.83,198.1,587.3,51.09,284.2,4.397,27.7,28,27.42,0.119,33.04,33.66,32.16,0.513,2.684,6.2,0,1.226,2.902,873.9532,0
"2023-01-23 17:30:00",437,12.79,158.7,531.6,45.97,234.8,4.289,27.83,28.03,27.62,0.072,33.31,33.73,32.84,0.176,2.128,5.45,0,1.008,2.854,873.8237,0
"2023-01-23 17:40:00",438,12.75,121.9,466.4,40.32,187.4,4.2,27.57,27.9,27.25,0.141,34.25,35.36,33.15,0.558,2.663,4.7,0,0.94,2.83,873.722,0
"2023-01-23 17:50:00",439,12.73,87.4,392.4,33.85,142.1,4.132,27.53,27.73,27.28,0.092,35.29,35.7,34.65,0.223,1.634,3.95,0,1.006,2.83,873.6841,0
"2023-01-23 18:00:00",440,12.71,56.11,297.9,25.31,94.6,4.081,27.61,27.76,27.25,0.096,35.9,36.59,35.09,0.296,0.891,3.2,0,0.891,2.782,873.6638,0
"2023-01-23 18:10:00",441,12.68,29.05,139.4,16.96,45.31,4.042,26.87,27.39,26.33,0.253,37.27,38.4,36.42,0.452,2.322,4.7,0,0.883,2.709,873.6944,0
"2023-01-23 18:20:00",442,12.66,10.28,2.368,7.743,9.11,4.017,26.14,26.5,25.86,0.136,38.94,39.73,38.12,0.36,1.953,3.2,0.95,0.56,2.709,873.8865,0
